time,FluxChecker-I,FluxChecker-V,SIADensity,Swelling
0,0,0,0,0
1e-09,0.38448702974841,0.0020160431269306,0.051143765606262,7.9828280555563e-12
3e-09,1.1489803223325,0.00068090838112128,0.15303093499198,2.3863547846129e-11
7e-09,2.6799119729272,0.00029135260988007,0.35695521018732,5.5661079239581e-11
1.5e-08,5.7422837196236,0.00013593693179069,0.76484589563289,1.1926600776931e-10
3.1e-08,11.86714772709,6.5773859537136e-05,1.5806406320711,2.4647963792591e-10
6.3e-08,24.116623621292,3.2365191242373e-05,3.2122243334453,5.0090830002907e-10
1.27e-07,48.614076117827,1.6055777000338e-05,6.4753861306513,1.0097640777923e-09
2.55e-07,97.601341404799,7.9971835201664e-06,13.002077281736,2.0274571595005e-09
5.11e-07,195.53319648773,3.9918332745277e-06,26.060189292001,4.0626922660766e-09
1.023e-06,391.13002259712,1.9956042898499e-06,52.221382453713,8.1319521457366e-09
2.047e-06,780.49496790024,1.0000940433155e-06,104.92893033651,1.6260813017804e-08
4.095e-06,1546.0455710432,5.0496138211997e-07,213.43666833919,3.2442121500962e-08
8.191e-06,2983.6472073859,2.618249008657e-07,452.77022340753,6.4218640369334e-08
1.6383e-05,5294.1979526678,1.4786492512031e-07,1048.2572715689,1.2372350641298e-07
3.2767e-05,7741.2595129253,1.0159417995344e-07,2433.4238198656,2.2160977871005e-07
6.5535e-05,8781.4791234091,9.047218721971e-08,4351.1142322844,3.5135227733714e-07
0.000131071,8330.6342950623,9.8629270953235e-08,5468.3579133501,5.0002779195255e-07
0.000262143,7239.5724211592,1.2190030778934e-07,5334.6397343461,6.8666032920245e-07
0.000524287,5789.9237394141,1.664325571929e-07,4644.7307455711,9.7911981496192e-07
0.001048575,4102.4044577782,2.5185523334527e-07,4328.4292298119,1.5120156636719e-06
0.002097151,2600.1343006022,4.1262950908455e-07,4879.2256626337,2.5074192421269e-06
0.004194303,1530.9328966245,7.1256784705832e-07,6611.9551175241,4.365746051017e-06
0.008388607,857.45649495211,1.2810259884402e-06,10368.30404872,7.8884980879964e-06
0.016777215,462.75451071528,2.38027425328e-06,18028.178795632,1.4699071989546e-05
0.033554431,242.93321775484,4.5391438082352e-06,33427.938458145,2.807105404988e-05
0.067108863,125.0895522557,8.8192426872063e-06,64271.419775466,5.4576589020084e-05
0.134217727,63.608467696253,1.7346511335476e-05,125981.95921661,0.00010737752836164
0.268435455,32.101327550772,3.4374197207814e-05,249415.62821958,0.00021280668046358
0.536870911,16.130675462282,6.8409039220749e-05,496289.35823925,0.00042353170486775
1.036870911,8.3730831931628,0.00013179053863976,956130.20411409,0.00081595010815667
1.536870911,5.6540660136987,0.00019516849556165,1415971.8093078,0.0012083449885973
2.036870911,4.2681016629708,0.000258545042227,1875813.6516029,0.0016007303990707
2.536870911,3.4278512633969,0.0003219209092367,2335655.5497287,0.0019931111917553
3.036870911,2.8640216070202,0.00038529641281913,2795497.4842975,0.0023854894773298
3.536870911,2.4594762265248,0.00044867170854352,3255339.4411374,0.0027778663037637
4.036870911,2.1550712152149,0.00051204688006619,3715181.4069578,0.0031702422408318
4.536870911,1.9177188135743,0.00057542197621922,4175023.3811895,0.0035626176219131
5.036870911,1.7274619969909,0.00063879702608098,4634865.3609281,0.0039549926498478
5.536870911,1.5715487575652,0.00070217204820249,5094707.3446872,0.004347367454059
6.036870911,1.4414497691788,0.00076554705443916,5554549.3312894,0.0047397421190147
6.536870911,1.3312441486289,0.0008289220538494,6014391.3186981,0.0051321167045937
7.036870911,1.2366931404106,0.00089229704862853,6474233.3090105,0.0055244912428973
7.536870911,1.1546823414769,0.00095567204925376,6934075.3000255,0.0059168657768114
8.036870911,1.0828721210871,0.0010190470502408,7393917.2925529,0.0063092403086914
