time,FluxChecker-I,FluxChecker-V
0,0,0
1e-09,0.62767273197674,0.28757192686464
3e-09,1.8830162928637,0.86271577669272
7e-09,4.3936957882333,2.0130035433169
1.5e-08,9.4150245430709,4.3135790349368
3.1e-08,19.457561434137,8.9147298799625
6.3e-08,39.542154768543,18.117031294495
1.27e-07,79.70939062186,36.521634097769
2.55e-07,160.0361107548,73.330841006371
5.11e-07,320.65853806215,146.94925477568
1.023e-06,641.77938081085,294.18608154636
2.047e-06,1283.5252751253,588.65972279564
4.095e-06,2565.034940114,1177.6068088295
8.191e-06,5120.11815691,2355.4978470795
1.6383e-05,10198.230377185,4711.2301139859
3.2767e-05,20219.984757122,9421.9087197173
6.5535e-05,39622.399432392,18831.078329533
0.000131071,74484.092741409,37470.616185398
0.000262143,119267.46045604,72628.311458218
0.000524287,135755.74765482,128745.46208844
0.001048575,118483.81610796,199508.38281793
0.002097151,97292.996118833,280099.95568493
0.004194303,78302.545610786,375825.40266596
0.008388607,57815.416927152,501631.59348486
0.016777215,37227.845697614,681872.12177717
0.026777215,25218.98082851,858508.96843982
0.036777215,18627.209760318,1014946.9915458
0.046777215,14534.904579455,1158948.7980197
0.056777215,11771.311302564,1294638.1622749
0.066777215,9791.7419746866,1424432.5350698
0.076777215,8311.2763056059,1549858.5277319
0.086777215,7167.1434141005,1671936.257018
0.096777215,6259.8525583289,1791378.0805087
0.106777215,5525.2737713682,1908699.2542496
0.116777215,4920.266124628,2024283.3612278
0.126777215,4414.7741494631,2138422.8701172
0.136777215,3987.2385889654,2251345.3247564
0.146777215,3621.8080231713,2363230.8536231
0.156777215,3306.5786776517,2474224.2001994
0.166777215,3032.4460771519,2584443.2170136
0.176777215,2792.3344159589,2693984.9794951
0.186777215,2580.6663594624,2802930.2789959
0.196777215,2392.9902358535,2911346.9800912
0.206777215,2225.7127743688,3019292.5662988
0.216777215,2075.9041618437,3126816.0980675
0.226777215,1941.1536276196,3233959.7362466
0.236777215,1819.4609478167,3340759.9418717
0.246777215,1709.1538923048,3447248.4297692
0.256777215,1608.8246773353,3553452.9341918
0.266777215,1517.2805267346,3659397.8287392
0.276777215,1433.5048322811,3765104.6320594
0.286777215,1356.6263648656,3870592.4236508
0.296777215,1285.8946641501,3975878.1880383
0.306777215,1220.6602141159,4080977.1014061
0.316777215,1160.3583589244,4185902.771754
0.326777215,1104.4961655393,4290667.4413165
0.336777215,1052.6416259561,4395282.1578236
0.346777215,1004.414729965,4499756.9204664
0.356777215,959.48004366476,4604100.8045074
0.366777215,917.54050777666,4708322.0683794
0.376777215,878.33222957894,4812428.2459883
0.386777215,841.62008936078,4916426.22654
0.396777215,807.1940174314,5020322.3239953
0.406777215,774.86582642161,5124122.3375706
0.416777215,744.46650550093,5227831.6045994
0.426777215,715.8439002901,5331455.046952
0.436777215,688.86071661749,5434997.2118845
0.446777215,663.39279688421,5538462.3080883
0.456777215,639.32762723041,5641854.237562
0.466777215,616.56304035396,5745176.623935
0.476777215,595.00608519176,5848432.8376094
0.486777215,574.57203908737,5951626.0182408
0.496777215,555.18354225133,6054759.0947537
0.506777215,536.76983729446,6157834.8033347
0.516777215,519.26609950701,6260855.7035482
0.526777215,502.61284557125,6363824.1928537
0.536777215,486.75541034683,6466742.5196608
0.546777215,471.64348289884,6569612.7951485
0.556777215,457.23069408454,6672437.0039424
0.566777215,443.4742493354,6775217.0137858
0.576777215,430.33460093958,6877954.5843428
0.586777215,417.77515505363,6980651.3751818
0.596777215,405.76200928213,7083308.9530536
0.606777215,394.26371720704,7185928.7985338
0.616777215,383.25107671812,7288512.3120961
0.626777215,372.69693945721,7391060.8196518
0.636777215,362.57603895068,7493575.577654
0.646777215,352.86483539357,7596057.7777536
0.656777215,343.5413752218,7698508.5510916
0.666777215,334.58516390417,7800928.9722494
0.676777215,325.97705053527,7903320.0628789
0.686777215,317.69912297975,8005682.7950541
0.696777215,309.73461248996,8108018.0943756
0.706777215,302.06780682146,8210326.8428209
0.716777215,294.68397098444,8312609.8814003
0.726777215,287.56927487408,8414868.0126021
0.736777215,280.710727105,8517102.0026845
0.746777215,274.09611444324,8619312.5837764
0.756777215,267.71394630298,8721500.4558362
0.766777215,261.55340382186,8823666.2884951
0.776777215,255.60429309368,8925810.722736
0.786777215,249.85700216957,9027934.3725016
0.796777215,244.30246148429,9130037.8261486
0.806777215,238.93210739834,9232121.6478494
0.816777215,233.73784857513,9334186.3788692
0.826777215,228.71203495026,9436232.5387853
0.836777215,223.84742905993,9538260.6265946
0.846777215,219.13717952309,9640271.1217904
0.856777215,214.574796503,9742264.4853483
0.866777215,210.15412897305,9844241.1606466
0.876777215,205.86934363621,9946201.5743546
0.886777215,201.71490536636,10048146.137248
0.896777215,197.68555904555,10150075.244967
