time,FluxChecker-I,FluxChecker-V,SIADensity,Swelling
0,0,0,0,0
1e-09,0.38469379688536,0.0020132298334668,-5.1387263271162e-72,7.9827835351803e-12
3e-09,1.149612321812,0.00067993878539298,-1.2670565899411e-67,2.3863532502138e-11
7e-09,2.6813904388927,0.00029093794360083,-6.8815041700903e-64,5.5661072675955e-11
1.5e-08,5.7454540499001,0.00013574344648097,-2.1932576668879e-60,1.1926600469309e-10
3.1e-08,11.873701368376,6.5680234454002e-05,-5.4621842799848e-57,2.4647963630266e-10
6.3e-08,24.129943590923,3.2319119349211e-05,-1.2446892993685e-53,5.0090829825567e-10
1.27e-07,48.640927859859,1.6032920732781e-05,-2.6994701286025e-50,1.0097640690557e-09
2.55e-07,97.655251708401,7.9857984800422e-06,-5.5474958968538e-47,2.0274570918401e-09
5.11e-07,195.64119081206,3.9861496813358e-06,-1.0598307830602e-43,4.0626917238539e-09
1.023e-06,391.34594720575,1.9927619467776e-06,-1.3588507786085e-40,8.1319478004304e-09
2.047e-06,780.92497373151,9.9866797112088e-07,5.6692957447883e-37,1.6260778257069e-08
4.095e-06,1546.8904147185,5.0423827344909e-07,1.4352974056423e-32,3.2441844366531e-08
8.191e-06,2985.2301475312,2.6144299476472e-07,5.5903672101368e-28,6.4216450875005e-08
1.6383e-05,5296.8183913785,1.4762542063226e-07,2.0365330288186e-22,1.2370625669504e-07
3.2767e-05,7745.7332242979,1.0129087317126e-07,1.8504324814729e-15,2.2144287959272e-07
6.5535e-05,8800.9018150646,8.9443968088009e-08,8.2732501405025e-07,3.4939685631085e-07
0.000131071,8444.0060261544,9.5006314472388e-08,0.015928688804247,4.8729075250232e-07
0.000262143,7628.5525079519,1.1130093483202e-07,1.9107405725946,6.3764923080947e-07
0.000524287,6654.4957172558,1.383498049554e-07,28.244497506957,8.3311434159725e-07
0.001048575,5413.7616720027,1.8400756144197e-07,140.6489875858,1.1388328062831e-06
0.002097151,3987.9406012233,2.646254634926e-07,352.05435452115,1.6646907334013e-06
