time,FluxChecker-I,FluxChecker-V,SIADensity,Swelling
0,0,0,0,0
1e-09,0.3497826642187,0.0023220257679881,0.055041883725385,7.7023549919315e-12
3e-09,1.0443405854494,0.00078553034406585,0.16460956724799,2.3009257775996e-11
7e-09,2.435645297571,0.00033609170590435,0.3839358884108,5.3664580616304e-11
1.5e-08,5.2188297672918,0.0001568092136124,0.82264336389022,1.1498660999882e-10
3.1e-08,10.785349494936,7.5872834454238e-05,1.7000768167545,2.3763502974572e-10
6.3e-08,21.918180159787,3.7334526862322e-05,3.4549365444272,4.8293355582726e-10
1.27e-07,44.182516099577,1.8520948095486e-05,6.9646215117809,9.7352938182594e-10
2.55e-07,88.704478560385,9.2250199454765e-06,13.984140485315,1.9547042131772e-09
5.11e-07,177.71139373618,4.6046503113868e-06,28.02626838428,3.9169156280546e-09
1.023e-06,355.49652577775,2.3018428766297e-06,56.142862236101,7.8402303656752e-09
2.047e-06,709.51324667055,1.1533265426838e-06,112.66294548473,1.5678015254041e-08
4.095e-06,1406.3982925105,5.8186463645415e-07,228.0438609328,3.1283569502497e-08
8.191e-06,2720.9046895193,3.0081758941889e-07,475.87076706197,6.195639903685e-08
1.6383e-05,4863.9257656503,1.6839670973976e-07,1061.7654961352,1.195569606628e-07
3.2767e-05,7211.5536413246,1.137438667729e-07,2375.221786268,2.1489033391302e-07
6.5535e-05,8292.6665759806,9.9344573182942e-08,4185.2446042148,3.4176479408263e-07
0.000131071,7931.4389067091,1.0650568543184e-07,5206.5682243497,4.8524943454922e-07
0.000262143,6935.7628223679,1.2980390496155e-07,4973.890567828,6.6067080031357e-07
0.000524287,5573.0252992545,1.7573866211048e-07,4183.7556932539,9.3434637568647e-07
0.001048575,3923.5212670006,2.6735006199885e-07,3801.3573983907,1.4469393365206e-06
0.002097151,2438.1642234594,4.4599305060361e-07,4361.5941621209,2.4363106605379e-06
0.004194303,1399.3248013693,7.8866129711405e-07,6199.6132117452,4.3345488533616e-06
0.008388607,764.43845769032,1.4517475840047e-06,10215.331704826,8.0082338967344e-06
0.016777215,404.19157118493,2.7513292071866e-06,18421.433802335,1.5207222287366e-05
0.026777215,259.49034088904,4.2881255976982e-06,28256.207965689,2.3719129557499e-05
0.036777215,191.26296412511,5.8191438407131e-06,38104.269124658,3.2198612042823e-05
0.046777215,151.50849249139,7.346916719906e-06,47957.037116266,4.0659789567808e-05
0.056777215,125.46416870556,8.8726510830956e-06,57812.000839724,4.9109416679493e-05
0.066777215,107.07428207213,1.0397003573657e-05,67668.153884556,5.7551192118143e-05
