time,FluxChecker-I,FluxChecker-V,SIADensity
0,0,0,0
1e-09,0.62767273197671,0.28757192686463,0.070350123631536
3e-09,1.8830162928635,0.86271577669261,0.21105023245061
7e-09,4.3936957882321,2.0130035433164,0.49244987350297
1.5e-08,9.4150245430669,4.3135790349349,1.0552468837207
3.1e-08,19.457561442884,8.9147298839699,2.1808316831277
6.3e-08,39.542153969329,18.117031368996,4.4319652471407
1.27e-07,79.709389914724,36.521634214407,8.9340853678509
2.55e-07,160.03611004773,73.330841123012,17.937742316248
5.11e-07,320.65849590917,146.94924150218,35.942723880395
1.023e-06,641.77933867529,294.18606827332,71.943343791752
2.047e-06,1283.5252330394,588.65970953068,143.90730478958
4.095e-06,2565.0348983644,1177.6067956909,287.68704222002
8.191e-06,5120.1181195557,2355.4978359737,574.66731159746
1.6383e-05,10198.230407169,4711.230135372,1146.5142581625
3.2767e-05,20219.985778013,9421.9092384787,2284.819431013
6.5535e-05,39622.415380162,18831.086356289,4584.5285933954
0.000131071,74484.287964993,37470.74519618,9826.7689519541
0.000262143,119269.07545494,72630.188293098,25666.684921645
0.000524287,135776.10583046,128790.06364308,59348.823027752
0.001048575,118427.80900973,200029.26789004,79976.265117718
0.002097151,96646.534517586,282246.95048357,71402.657359964
0.004194303,76578.238571997,381662.21438482,51553.465595951
0.008388607,54861.854225796,516114.06686758,35506.878068293
0.016777215,33371.409966889,718798.09653904,29125.917147665
0.033554431,16933.203157251,1050807.5108725,31715.183064019
0.067108863,7131.6669944239,1644278.1788824,43430.093966897
0.0939524086,4369.4218516082,2106521.0481293,53720.359562663
0.1207959542,2958.110487767,2562875.9997994,64203.438729969
0.1744830454,1619.0619037175,3466426.9090956,85360.343899547
0.2818572278,701.83583136041,5265662.5369101,127897.72564854
0.4966055926,247.75935656148,8861663.4727272,213148.00089356
0.66840428444,141.16781975584,11739174.197625,281381.80625925
0.84020297628,91.045683874617,14617124.466091,349622.68196868
1.18380035996,46.863723133933,20373352.364392,486111.21744664
1.68380035996,23.53390215072,28749461.792388,684732.549465
2.18380035996,14.112899265554,37125118.259389,883356.2770199
2.68380035996,9.3955919767185,45500303.371106,1081980.3847858
3.18380035996,6.7016045378873,53875054.280933,1280605.0582061
3.68380035996,5.019786377896,62249423.028943,1479230.6812721
4.18380035996,3.8999549654714,70623455.67426,1677855.7525332
4.68380035996,3.116991986532,78997195.596081,1876480.6494123
5.18380035996,2.5481734168514,87370679.982488,2075105.5660751
5.68380035996,2.1219690545213,95743941.482492,2273730.9014682
6.18380035996,1.7944007250924,104117005.39787,2472355.8532754
6.68380035996,1.537222612607,112489894.46469,2670980.817953
7.18380035996,1.3316209729755,120862627.99625,2869605.7744841
7.68380035996,1.1646722526948,129235222.27943,3068230.7324953
8.18380035996,1.0272611079384,137607691.47058,3266855.7052645
8.68380035996,0.91280905458386,145980047.81887,3465480.685058
9.18380035996,0.81647207993901,154352302.11125,3664105.6764535
9.68380035996,0.73461946565465,162724463.13965,3862730.6657419
10.18380035996,0.66448654872121,171096539.47219,4061355.657866
10.68380035996,0.60393816230159,179468537.83122,4259980.6513936
11.18380035996,0.55130413913276,187840464.81786,4458605.6453195
11.68380035996,0.50526288301263,196212326.00166,4657230.6400187
12.18380035996,0.46475757391357,204584126.42138,4855855.6350308
12.68380035996,0.42893497463281,212955870.67546,5054480.6309692
13.18380035996,0.39710011732287,221327562.65761,5253105.6274118
13.68380035996,0.36868233810695,229699206.06856,5451730.6240694
14.18380035996,0.34320952002679,238070804.17545,5650355.6210829
14.68380035996,0.32028835595097,246442360.00308,5848980.6184321
15.18380035996,0.29958907190561,254813876.25151,6047605.6162155
15.68380035996,0.28083349803074,263185355.43763,6246230.6140959
16.18380035996,0.26378567318286,271556799.76083,6444855.6121287
16.68380035996,0.24824438610064,279928211.33657,6643480.61043
17.18380035996,0.23403721039119,288299592.05784,6842105.6088124
